lemma	homonym	new_para	particle
kaikkialta	1	PCLE_NOPEASTI	adverb|Quantor
kaikkianne	1	PCLE_NOPEASTI	adverb|Quantor
kaikkiansa	1	PCLE_NOPEASTI	unspecified
kaikkineen	1	PCLE_ISTUALLEEN	adverb
kaikuvasti	1	PCLE_NOPEASTI	adverb
kainosti	1	PCLE_NOPEASTI	adverb
kait	1	PCLE_VAAN	unspecified
kaksin	1	PCLE_NOPEASTI	adverb
kaksinapaisesti	1	PCLE_NOPEASTI	adverb
kaksinkerroin	1	PCLE_NOPEASTI	adverb
kaksinkertaisesti	1	PCLE_NOPEASTI	adverb
kaksistaan	1	PCLE_ILKOSILLAAN	adverb
kaksittain	1	PCLE_NOPEASTI	adverb
kal.	1	PCLE_VAAN	abbreviation
kalin	1	PCLE_HAH	interjection
kallellaan	1	PCLE_ILKOSILLAAN	adverb
kallelleen	1	PCLE_ISTUALLEEN	adverb
kalpaten	1	PCLE_NOPEASTI	adverb
kalsareisillaan	1	PCLE_ILKOSILLAAN	adverb
kalsareisilleen	1	PCLE_ISTUALLEEN	adverb
kalsarisillaan	1	PCLE_ILKOSILLAAN	adverb
kalsarisilleen	1	PCLE_ISTUALLEEN	adverb
kalseasti	1	PCLE_NOPEASTI	adverb
kaltoin	1	PCLE_NOPEASTI	adverb
kamalasti	1	PCLE_NOPEASTI	adverb
kammottavasti	1	PCLE_NOPEASTI	adverb
kamr.	1	PCLE_VAAN	abbreviation
kanamaisesti	1	PCLE_NOPEASTI	adverb
kand.	1	PCLE_VAAN	abbreviation
kankeasti	1	PCLE_NOPEASTI	adverb
kannalla	1	PCLE_KOTONA	adposition
kannalle	1	PCLE_ALLE	adposition
kannalta	1	PCLE_NOPEASTI	adposition
kannassa	1	PCLE_NOPEASTI	adverb
kannasta	1	PCLE_NOPEASTI	adverb
kannoilla	1	PCLE_KOTONA	adposition
kannoilla	2	PCLE_KOTONA	adverb
kannoille	1	PCLE_ALLE	adposition
kannoille	2	PCLE_ALLE	adverb
kannoilta	1	PCLE_KOTONA	adposition
kannoilta	2	PCLE_KOTONA	adverb
kannuittain	1	PCLE_NOPEASTI	adverb
kans	1	PCLE_VAAN	unspecified
kansainvälisesti	1	PCLE_TYHMÄSTI	adverb
kansallisesti	1	PCLE_NOPEASTI	adverb
kansaned.	1	PCLE_VAAN	abbreviation
kansanomaisesti	1	PCLE_NOPEASTI	adverb
kansantajuisesti	1	PCLE_NOPEASTI	adverb
kansanvaltaisesti	1	PCLE_NOPEASTI	adverb
kanssa	1	PCLE_KOTONA	adposition
kanssa	2	PCLE_KOTONA	adverb
kantaan	1	PCLE_NOPEASTI	adverb
kantamuksittain	1	PCLE_NOPEASTI	adverb
kantt.	1	PCLE_VAAN	abbreviation
kanttuvei	1	PCLE_VAAN	unspecified
kaoottisesti	1	PCLE_NOPEASTI	adverb
kapeasti	1	PCLE_NOPEASTI	adverb
kapillaarisesti	1	PCLE_NOPEASTI	adverb
kapoittain	1	PCLE_NOPEASTI	adverb
kappal.	1	PCLE_VAAN	abbreviation
kappaleittain	1	PCLE_NOPEASTI	adverb
kappas	1	PCLE_HAH	interjection
kaps	1	PCLE_HAH	interjection
kapt.	1	PCLE_VAAN	abbreviation
kapt.luutn.	1	PCLE_VAAN	abbreviation
kaput	1	PCLE_VAAN	unspecified
karheasti	1	PCLE_NOPEASTI	adverb
karjalaisittain	1	PCLE_NOPEASTI	adverb
karkeasti	1	PCLE_NOPEASTI	adverb
karku	1	PCLE_VAAN	unspecified
karkuteille	1	PCLE_NOPEASTI	adverb
karkuteillä	1	PCLE_TYHMÄSTI	adverb
karkuteiltä	1	PCLE_TYHMÄSTI	adverb
karkuun	1	PCLE_NOPEASTI	adverb
karmeasti	1	PCLE_NOPEASTI	adverb
karrella	1	PCLE_NOPEASTI	adverb
karrelle	1	PCLE_NOPEASTI	adverb
karsaasti	1	PCLE_NOPEASTI	adverb
karskisti	1	PCLE_NOPEASTI	adverb
kartografisesti	1	PCLE_NOPEASTI	adverb
karttupiilosilla	1	PCLE_NOPEASTI	adverb
karttusilla	1	PCLE_NOPEASTI	adverb
karussa	1	PCLE_NOPEASTI	adverb
karusti	1	PCLE_NOPEASTI	adverb
karvaasti	1	PCLE_NOPEASTI	adverb
kas	1	PCLE_HAH	interjection
kas	2	PCLE_VAAN	unspecified
kasaan	1	PCLE_NOPEASTI	adverb
kasapäin	1	PCLE_TYHMÄSTI	adverb
kasapäissä	1	PCLE_TYHMÄSTI	adverb
kasassa	1	PCLE_NOPEASTI	adverb
kasoittain	1	PCLE_NOPEASTI	adverb
kasvain	2	PCLE_HAH	interjection
kasvatust.	1	PCLE_VAAN	abbreviation
kasvokkain	1	PCLE_NOPEASTI	adverb
kasvotuksin	1	PCLE_NOPEASTI	adverb
kasvotusten	1	PCLE_NOPEASTI	adverb
kat.	1	PCLE_VAAN	abbreviation
katalasti	1	PCLE_NOPEASTI	adverb
kateeksi	1	PCLE_NOPEASTI	adverb
kategorisesti	1	PCLE_NOPEASTI	adverb
kateisiin	1	PCLE_NOPEASTI	adverb
kateissa	1	PCLE_KOTONA	adverb
kateissaan	1	PCLE_ILKOSILLAAN	adverb
katkerasti	1	PCLE_NOPEASTI	adverb
katki	1	PCLE_NOPEASTI	adverb
katkonaisesti	1	PCLE_NOPEASTI	adverb
kato	2	PCLE_VAAN	unspecified
kats.	1	PCLE_VAAN	abbreviation
katsoen	1	PCLE_VALTAAN	adposition
katsomatta	1	PCLE_KOTONA	adposition
katsos	1	PCLE_VAAN	unspecified
katumapäälle	1	PCLE_TYHMÄSTI	adverb
katumapäällä	1	PCLE_TYHMÄSTI	adverb
kauaa	1	PCLE_NOPEASTI	adverb
kauaksi	1	PCLE_NOPEASTI	adverb
kauan	1	PCLE_NOPEASTI	adverb
kauas	1	PCLE_NOPEASTI	adverb
kauemma	1	PCLE_NOPEASTI	adverb|Comp
kauemmaksi	1	PCLE_NOPEASTI	adverb|Comp
kauemmas	1	PCLE_NOPEASTI	adverb|Comp
kauemmin	1	PCLE_NOPEASTI	adverb|Comp
kauempaa	1	PCLE_NOPEASTI	adverb|Comp
kauempana	1	PCLE_NOPEASTI	adverb|Comp
kauheasti	1	PCLE_NOPEASTI	adverb
kauhuissaan	1	PCLE_ILKOSILLAAN	adverb
kauimma	1	PCLE_NOPEASTI	adverb|Superl
kauimmaksi	1	PCLE_NOPEASTI	adverb|Superl
kauimmas	1	PCLE_NOPEASTI	adverb|Superl
kauimmin	1	PCLE_NOPEASTI	adverb|Superl
kauimpaa	1	PCLE_NOPEASTI	adverb|Superl
kauimpana	1	PCLE_NOPEASTI	adverb|Superl
kauintaan	1	PCLE_VAAN	adverb|Superl
kaukaa	1	PCLE_NOPEASTI	adverb
kaukana	1	PCLE_NOPEASTI	adverb
kaukonäköisesti	1	PCLE_TYHMÄSTI	adverb
kaulakkain	1	PCLE_NOPEASTI	adverb
kaulatuksin	1	PCLE_NOPEASTI	adverb
kaulatusten	1	PCLE_NOPEASTI	adverb
kauniisti	1	PCLE_NOPEASTI	adverb
kaunistelevasti	1	PCLE_NOPEASTI	adverb
kaunopuheisesti	1	PCLE_NOPEASTI	adverb
-kaupalla	1	PCLE_NOPEASTI	adverb
kaupallisesti	1	PCLE_NOPEASTI	adverb
kauppat.	1	PCLE_VAAN	abbreviation
kaupungeittain	1	PCLE_NOPEASTI	adverb
kaupunkilaisesti	1	PCLE_NOPEASTI	adverb
kaupunkilaisittain	1	PCLE_NOPEASTI	adverb
kausittain	1	PCLE_NOPEASTI	adverb
kautta	1	PCLE_KOTONA	adposition
kautta rantain	1	PCLE_VAAN	unspecified
kauttaaltaan	1	PCLE_VAAN	adverb
kauvan	1	PCLE_NOPEASTI	adverb
kavalasti	1	PCLE_NOPEASTI	adverb
kcal	2	PCLE_VAAN	abbreviation
kd.	1	PCLE_VAAN	abbreviation
ke	1	PCLE_VAAN	abbreviation
kehitteille	1	PCLE_TYHMÄSTI	adverb
kehitteillä	1	PCLE_TYHMÄSTI	adverb
kehnosti	1	PCLE_NOPEASTI	adverb
kehuttavasti	1	PCLE_NOPEASTI	adverb
keikun	1	PCLE_NOPEASTI	adverb
keinotekoisesti	1	PCLE_NOPEASTI	adverb
kekseliäästi	1	PCLE_TYHMÄSTI	adverb
keljusti	1	PCLE_NOPEASTI	adverb
kellelleen	1	PCLE_TYHMÄSTI	adverb
kellellään	1	PCLE_TYHMÄSTI	adverb
kelpo	2	PCLE_VAAN	qualifier
kelteisilleen	1	PCLE_LEVÄLLEEN	adverb
kelteisillään	1	PCLE_HYVILLÄÄN	adverb
kelvollisesti	1	PCLE_NOPEASTI	adverb
kelvottomasti	1	PCLE_NOPEASTI	adverb
kemiallisesti	1	PCLE_NOPEASTI	adverb
kenollaan	1	PCLE_NOPEASTI	adverb
kenoon	1	PCLE_NOPEASTI	adverb
kenossa	1	PCLE_NOPEASTI	adverb
kenr.	1	PCLE_VAAN	abbreviation
kenr.luutn.	1	PCLE_VAAN	abbreviation
kenr.maj.	1	PCLE_VAAN	abbreviation
kenties	1	PCLE_VAAN	unspecified
kepeästi	1	PCLE_TYHMÄSTI	adverb
kepulisti	1	PCLE_NOPEASTI	adverb
kera	2	PCLE_NOPEASTI	adposition
keralla	1	PCLE_KOTONA	adposition
keralla	2	PCLE_KOTONA	adverb
keralle	1	PCLE_ALLE	unspecified
kerkeästi	1	PCLE_TYHMÄSTI	adverb
kernaasti	1	PCLE_NOPEASTI	adverb
kerrakseen	1	PCLE_NOPEASTI	adverb
kerralla	1	PCLE_NOPEASTI	adverb
kerrallaan	1	PCLE_NOPEASTI	adverb
kerran	1	PCLE_NOPEASTI	adverb
kerran	2	PCLE_NOPEASTI	unspecified
kerrankin	1	PCLE_VAAN	unspecified
kerrassaan	1	PCLE_VAAN	unspecified
kerroin	2	PCLE_NOPEASTI	adverb
kerroksittain	1	PCLE_NOPEASTI	adverb
kers.	1	PCLE_VAAN	abbreviation
kerta kaikkiaan	1	PCLE_VAAN	adverb
kerta	2	PCLE_VAAN	unspecified
kertaakaan	1	PCLE_NOPEASTI	adverb
kertaalleen	1	PCLE_NOPEASTI	adverb
kertaheitolla	1	PCLE_NOPEASTI	adverb
-kertaisesti	1	PCLE_NOPEASTI	adverb
kertakaikkiaan	1	PCLE_VAAN	adverb
kertakaikkisesti	1	PCLE_NOPEASTI	adverb
kesemmäksi	1	PCLE_TYHMÄSTI	adverb|Comp
kesemmälle	1	PCLE_TYHMÄSTI	adverb|Comp
kesemmällä	1	PCLE_TYHMÄSTI	adverb|Comp
kesempänä	1	PCLE_TYHMÄSTI	adverb|Comp
kesk.	1	PCLE_VAAN	abbreviation
Kesk.	1	PCLE_VAAN	abbreviation
keskeen	1	PCLE_NÄKYVIIN	adverb
keskeisesti	1	PCLE_TYHMÄSTI	adverb
keskelle	1	PCLE_YLLE	adposition
keskelle	2	PCLE_YLLE	adverb
keskellä	1	PCLE_IKINÄ	adposition
keskellä	2	PCLE_IKINÄ	adverb
keskeltä	1	PCLE_IKINÄ	adposition
keskeltä	2	PCLE_IKINÄ	adverb
keskemmä	1	PCLE_TYHMÄSTI	adverb|Comp
keskemmäksi	1	PCLE_TYHMÄSTI	adverb|Comp
keskemmälle	1	PCLE_TYHMÄSTI	adverb|Comp
keskemmällä	1	PCLE_TYHMÄSTI	adverb|Comp
keskemmältä	1	PCLE_TYHMÄSTI	adverb|Comp
keskemmäs	1	PCLE_TYHMÄSTI	adverb|Comp
keskempänä	1	PCLE_TYHMÄSTI	adverb|Comp
keskempää	1	PCLE_TYHMÄSTI	adverb|Comp
kesken	1	PCLE_TYHMÄSTI	adposition
kesken	2	PCLE_TYHMÄSTI	adverb
keskenänsä	1	PCLE_TYHMÄSTI	adverb
keskenään	1	PCLE_HYVILLÄÄN	adverb
keskessä	1	PCLE_IKINÄ	adposition
keskessä	2	PCLE_IKINÄ	adverb
keskestä	1	PCLE_IKINÄ	adposition
keskestä	2	PCLE_IKINÄ	adverb
keskeyksiin	1	PCLE_TYHMÄSTI	adverb
keskeyksissä	1	PCLE_TYHMÄSTI	adverb
keskeytyksiin	1	PCLE_TYHMÄSTI	adverb
keskeytyksissä	1	PCLE_TYHMÄSTI	adverb
keskihakuisesti	1	PCLE_NOPEASTI	adverb
keskimäärin	1	PCLE_TYHMÄSTI	adverb
keskimääräisesti	1	PCLE_TYHMÄSTI	adverb
keskinkertaisesti	1	PCLE_NOPEASTI	adverb
keskinäisesti	1	PCLE_TYHMÄSTI	adverb
keskipaikkeilla	1	PCLE_NOPEASTI	adverb
keskipaikkeille	1	PCLE_NOPEASTI	adverb
keskipaikkeilta	1	PCLE_NOPEASTI	adverb
keskipakoisesti	1	PCLE_NOPEASTI	adverb
keskitse	1	PCLE_YLLE	adverb
keskivaiheilla	1	PCLE_NOPEASTI	adverb
keskivaiheille	1	PCLE_NOPEASTI	adverb
keskivaiheilta	1	PCLE_NOPEASTI	adverb
keskiviikkoiltaisin	1	PCLE_TYHMÄSTI	adverb
keskiviikkoisin	1	PCLE_NOPEASTI	adverb
keskuudessa	1	PCLE_KOTONA	adposition
keskuudessa	2	PCLE_KOTONA	adverb
keskuudesta	1	PCLE_KOTONA	adposition
keskuudesta	2	PCLE_KOTONA	adverb
keskuuteen	1	PCLE_VALTAAN	adposition
keskuuteen	2	PCLE_VALTAAN	adverb
kestävästi	1	PCLE_TYHMÄSTI	adverb
kesysti	1	PCLE_TYHMÄSTI	adverb
kesäisesti	1	PCLE_TYHMÄSTI	adverb
kesäisin	1	PCLE_TYHMÄSTI	adverb
kesäteloilla	1	PCLE_NOPEASTI	adverb
kesäteloillaan	1	PCLE_ILKOSILLAAN	adverb
kesäteloille	1	PCLE_NOPEASTI	adverb
kesäteloilleen	1	PCLE_ISTUALLEEN	adverb
kesäteloilta	1	PCLE_NOPEASTI	adverb
kesäteloiltaan	1	PCLE_ILKOSILLAAN	adverb
ketterästi	1	PCLE_TYHMÄSTI	adverb
keulemmaksi	1	PCLE_NOPEASTI	adverb|Comp
keulemmas	1	PCLE_NOPEASTI	adverb|Comp
keulempaa	1	PCLE_NOPEASTI	adverb|Comp
keulempana	1	PCLE_NOPEASTI	adverb|Comp
keulilla	1	PCLE_NOPEASTI	adposition
keulilla	2	PCLE_NOPEASTI	adverb
keulille	1	PCLE_NOPEASTI	adposition
keulille	2	PCLE_NOPEASTI	adverb
keulilta	1	PCLE_NOPEASTI	adposition
keulilta	2	PCLE_NOPEASTI	adverb
keveästi	1	PCLE_TYHMÄSTI	adverb
kevyesti	1	PCLE_TYHMÄSTI	adverb
kevytmielisesti	1	PCLE_TYHMÄSTI	adverb
keväisesti	1	PCLE_TYHMÄSTI	adverb
keväisin	1	PCLE_TYHMÄSTI	adverb
keväämmäksi	1	PCLE_TYHMÄSTI	adverb|Comp
keväämmälle	1	PCLE_TYHMÄSTI	adverb|Comp
keväämmällä	1	PCLE_TYHMÄSTI	adverb|Comp
keväämmäs	1	PCLE_TYHMÄSTI	adverb|Comp
keväämpänä	1	PCLE_TYHMÄSTI	adverb|Comp
kh.	1	PCLE_VAAN	abbreviation
kiehtovasti	1	PCLE_NOPEASTI	adverb
kielellisesti	1	PCLE_TYHMÄSTI	adverb
kielevästi	1	PCLE_TYHMÄSTI	adverb
kieliopillisesti	1	PCLE_NOPEASTI	adverb
kielitse	1	PCLE_TYHMÄSTI	adverb
kielteisesti	1	PCLE_TYHMÄSTI	adverb
kieltämättä	1	PCLE_TYHMÄSTI	adverb
kieppeille	1	PCLE_TYHMÄSTI	adposition
kieppeillä	1	PCLE_TYHMÄSTI	adverb
kieppeissä	1	PCLE_TYHMÄSTI	adverb
kierosti	1	PCLE_NOPEASTI	adverb
kierroksittain	1	PCLE_NOPEASTI	adverb
kierryksiin	1	PCLE_TYHMÄSTI	adverb
kierryksissä	1	PCLE_TYHMÄSTI	adverb
kierryksistä	1	PCLE_TYHMÄSTI	adverb
kierteisesti	1	PCLE_TYHMÄSTI	adverb
kiertoteitse	1	PCLE_TYHMÄSTI	adverb
kiharaan	1	PCLE_NOPEASTI	adverb
kiharassa	1	PCLE_NOPEASTI	adverb
kihloihin	1	PCLE_NOPEASTI	adverb
kihloissa	1	PCLE_NOPEASTI	adverb
kii	1	PCLE_TYHMÄSTI	adverb
kiihdyksiin	1	PCLE_NÄKYVIIN	adverb
kiihdyksissä	1	PCLE_IKINÄ	adverb
kiihdyksissään	1	PCLE_HYVILLÄÄN	adverb
kiihkeästi	1	PCLE_TYHMÄSTI	adverb
kiihkoisasti	1	PCLE_NOPEASTI	adverb
kiihkottomasti	1	PCLE_NOPEASTI	adverb
kiikissä	1	PCLE_TYHMÄSTI	adverb
kiikistä	1	PCLE_TYHMÄSTI	adverb
kiikkiin	1	PCLE_TYHMÄSTI	adverb
kiikun kaakun	1	PCLE_NOPEASTI	adverb
kiinnemmäksi	1	PCLE_TYHMÄSTI	adverb|Comp
kiinnemmäs	1	PCLE_TYHMÄSTI	adverb|Comp
kiinnempänä	1	PCLE_TYHMÄSTI	adverb|Comp
kiinni	1	PCLE_TYHMÄSTI	adverb
kiinnostavasti	1	PCLE_NOPEASTI	adverb
kiinteästi	1	PCLE_TYHMÄSTI	adverb
kiintoisasti	1	PCLE_NOPEASTI	adverb
kiint.oy.	1	PCLE_VAAN	abbreviation
kiir.	1	PCLE_VAAN	abbreviation
kiireellisesti	1	PCLE_TYHMÄSTI	adverb
kiireesti	1	PCLE_TYHMÄSTI	adverb
kiireettömästi	1	PCLE_TYHMÄSTI	adverb
kiireimmiten	1	PCLE_TYHMÄSTI	adverb
kiireisesti	1	PCLE_TYHMÄSTI	adverb
kiiruusti	1	PCLE_NOPEASTI	adverb
kiistattomasti	1	PCLE_NOPEASTI	adverb
kiistämättä	1	PCLE_TYHMÄSTI	adverb
kiistämättömästi	1	PCLE_TYHMÄSTI	adverb
kiitettävästi	1	PCLE_TYHMÄSTI	adverb
kiitos	2	PCLE_VAAN	unspecified
kiitti	1	PCLE_VAAN	unspecified
kiittämättömästi	1	PCLE_TYHMÄSTI	adverb
kiivaasti	1	PCLE_NOPEASTI	adverb
kilin	1	PCLE_HAH	interjection
killillään	1	PCLE_TYHMÄSTI	adverb
kiloittain	1	PCLE_NOPEASTI	adverb
kilometreittäin	1	PCLE_TYHMÄSTI	adverb
kilpaa	1	PCLE_NOPEASTI	adverb
kilpasilla	1	PCLE_NOPEASTI	adverb
kilpasille	1	PCLE_NOPEASTI	adverb
kiltisti	1	PCLE_TYHMÄSTI	adverb
kilvan	1	PCLE_NOPEASTI	adverb
kilvaten	1	PCLE_NOPEASTI	adverb
kimakasti	1	PCLE_NOPEASTI	adverb
kimeästi	1	PCLE_TYHMÄSTI	adverb
kimmoisasti	1	PCLE_NOPEASTI	adverb
kimppuun	1	PCLE_VALTAAN	adposition
kimppuun	2	PCLE_VALTAAN	adverb
kimpuittain	1	PCLE_NOPEASTI	adverb
kimpussa	1	PCLE_NOPEASTI	adposition
kimpussa	2	PCLE_NOPEASTI	adverb
kimpusta	1	PCLE_NOPEASTI	adverb
kintereille	1	PCLE_YLLE	adposition
kintereillä	1	PCLE_IKINÄ	adposition
kintereiltä	1	PCLE_IKINÄ	adposition
kipakasti	1	PCLE_NOPEASTI	adverb
kiperästi	1	PCLE_TYHMÄSTI	adverb
kipeästi	1	PCLE_TYHMÄSTI	adverb
kipin kapin	1	PCLE_NOPEASTI	adverb
kippis	1	PCLE_HAH	interjection
kippuraan	1	PCLE_NOPEASTI	adverb
kippurassa	1	PCLE_NOPEASTI	adverb
kir.	1	PCLE_VAAN	abbreviation
kireälle	1	PCLE_TYHMÄSTI	adverb
kireällä	1	PCLE_TYHMÄSTI	adverb
kireässä	1	PCLE_TYHMÄSTI	adverb
kireästi	1	PCLE_TYHMÄSTI	adverb
kiristyksissä	1	PCLE_TYHMÄSTI	adverb
kirj.	1	PCLE_VAAN	abbreviation
kirjaimelleen	1	PCLE_NOPEASTI	adverb
kirjaimellisesti	1	PCLE_NOPEASTI	adverb
kirjallisesti	1	PCLE_NOPEASTI	adverb
kirjanpidollisesti	1	PCLE_NOPEASTI	adverb
kirjavasti	1	PCLE_NOPEASTI	adverb
kirjeellisesti	1	PCLE_TYHMÄSTI	adverb
kirjeenv.	1	PCLE_VAAN	abbreviation
kirjeitse	1	PCLE_TYHMÄSTI	adverb
kirkkaasti	1	PCLE_NOPEASTI	adverb
kirkollisesti	1	PCLE_NOPEASTI	adverb
kirotusti	1	PCLE_NOPEASTI	adverb
kirpeästi	1	PCLE_TYHMÄSTI	adverb
kirurgisesti	1	PCLE_NOPEASTI	adverb
kis	1	PCLE_HAH	interjection
kitkattomasti	1	PCLE_NOPEASTI	adverb
kitkerästi	1	PCLE_TYHMÄSTI	adverb
kitsaasti	1	PCLE_NOPEASTI	adverb
kituliaasti	1	PCLE_NOPEASTI	adverb
kiukkuisesti	1	PCLE_NOPEASTI	adverb
kiukuissaan	1	PCLE_ILKOSILLAAN	adverb
kiukuspäissään	1	PCLE_HYVILLÄÄN	adverb
kiusallisesti	1	PCLE_NOPEASTI	adverb
kiusanpäiten	1	PCLE_TYHMÄSTI	adverb
kivasti	1	PCLE_NOPEASTI	adverb
kiverästi	1	PCLE_TYHMÄSTI	adverb
kivuliaasti	1	PCLE_NOPEASTI	adverb
kivuttomasti	1	PCLE_NOPEASTI	adverb
kj.	1	PCLE_VAAN	abbreviation
kk.	1	PCLE_VAAN	abbreviation
kl.	1	PCLE_VAAN	abbreviation
klang	1	PCLE_HAH	interjection
klap	1	PCLE_HAH	interjection
klaps	1	PCLE_HAH	interjection
klassisesti	1	PCLE_NOPEASTI	adverb
kliinisesti	1	PCLE_TYHMÄSTI	adverb
klik	1	PCLE_HAH	interjection
kling	1	PCLE_HAH	interjection
klonk	1	PCLE_HAH	interjection
klonks	1	PCLE_HAH	interjection
klop	1	PCLE_HAH	interjection
klunks	1	PCLE_HAH	interjection
km/h	1	PCLE_VAAN	abbreviation
ko	1	PCLE_VAAN	conjunction|Adverbial
ko.	1	PCLE_VAAN	abbreviation
kodikkaasti	1	PCLE_NOPEASTI	adverb
koetteeksi	1	PCLE_NOPEASTI	adverb
koetteella	1	PCLE_NOPEASTI	adverb
koetteelle	1	PCLE_NOPEASTI	adverb
koetteilla	1	PCLE_NOPEASTI	adverb
koetteille	1	PCLE_NOPEASTI	adverb
kohdakkain	1	PCLE_NOPEASTI	adverb
kohdakkoin	1	PCLE_NOPEASTI	adverb
kohdalla	1	PCLE_KOTONA	adposition
kohdalla	2	PCLE_KOTONA	adverb
kohdalle	1	PCLE_ALLE	adposition
kohdalle	2	PCLE_ALLE	adverb
kohdalta	1	PCLE_KOTONA	adposition
kohdalta	2	PCLE_KOTONA	adverb
kohdatusten	1	PCLE_NOPEASTI	adverb
kohden	1	PCLE_NOPEASTI	adposition
kohdittain	1	PCLE_NOPEASTI	adverb
kohmeeseen	1	PCLE_NOPEASTI	adverb
kohmeessa	1	PCLE_NOPEASTI	adverb
koholla	1	PCLE_KOTONA	adverb
kohollaan	1	PCLE_ILKOSILLAAN	adverb
koholle	1	PCLE_ALLE	adverb
koholleen	1	PCLE_ISTUALLEEN	adverb
kohta	2	PCLE_NOPEASTI	adverb
kohtaan	1	PCLE_VALTAAN	adposition
kohtaan	2	PCLE_VALTAAN	adverb
-kohtaisesti	1	PCLE_NOPEASTI	adverb
kohtalaisesti	1	PCLE_NOPEASTI	adverb
kohtalokkaasti	1	PCLE_NOPEASTI	adverb
kohtapuoleen	1	PCLE_NOPEASTI	adverb
kohtapuoliin	1	PCLE_NOPEASTI	adverb
kohtapuolin	1	PCLE_NOPEASTI	adverb
kohtauksittain	1	PCLE_NOPEASTI	adverb
kohteliaasti	1	PCLE_NOPEASTI	adverb
kohti	1	PCLE_NOPEASTI	adposition
kohti	2	PCLE_NOPEASTI	adverb
kohtisuorasti	1	PCLE_NOPEASTI	adverb
kohtsillään	1	PCLE_TYHMÄSTI	adverb
kohtsiltään	1	PCLE_TYHMÄSTI	adverb
kohtuullisesti	1	PCLE_NOPEASTI	adverb
kohtuuttomasti	1	PCLE_NOPEASTI	adverb
kok.	1	PCLE_VAAN	abbreviation
Kok.	1	PCLE_VAAN	abbreviation
kokeeksi	1	PCLE_NOPEASTI	adverb
kokeellisesti	1	PCLE_NOPEASTI	adverb
kokemusperäisesti	1	PCLE_TYHMÄSTI	adverb
kokeneesti	1	PCLE_NOPEASTI	adverb
koko	2	PCLE_VAAN	qualifier
kokonaan	1	PCLE_NOPEASTI	adverb
kokonaisuudessaan	1	PCLE_ILKOSILLAAN	adverb
kokonaisvaltaisesti	1	PCLE_NOPEASTI	adverb
kokoon	1	PCLE_NOPEASTI	adverb
koleasti	1	PCLE_NOPEASTI	adverb
kolin	1	PCLE_HAH	interjection
kolkosti	1	PCLE_NOPEASTI	adverb
kollektiivisesti	1	PCLE_NOPEASTI	adverb
kolmasti	1	PCLE_NOPEASTI	adverb
kolmestaan	1	PCLE_ILKOSILLAAN	adverb
kolmesti	1	PCLE_NOPEASTI	adverb
kolmia	1	PCLE_NOPEASTI	adverb
kolminkertaisesti	1	PCLE_NOPEASTI	adverb
kolmisin	1	PCLE_NOPEASTI	adverb
kolmistaan	1	PCLE_ILKOSILLAAN	adverb
kolmittain	1	PCLE_NOPEASTI	adverb
kolmiäänisesti	1	PCLE_TYHMÄSTI	adverb
kom.	1	PCLE_VAAN	abbreviation
komeasti	1	PCLE_NOPEASTI	adverb
komentoteitse	1	PCLE_NOPEASTI	adverb
kom.kapt.	1	PCLE_VAAN	abbreviation
komm.	1	PCLE_VAAN	abbreviation
kompp.	1	PCLE_VAAN	abbreviation
koneellisesti	1	PCLE_NOPEASTI	adverb
konemaisesti	1	PCLE_NOPEASTI	adverb
konkreettisesti	1	PCLE_NOPEASTI	adverb
konsa	1	PCLE_VAAN	conjunction|Adverbial
konsaan	1	PCLE_NOPEASTI	adverb
konsanaan	1	PCLE_VAAN	adverb
konservatiivisesti	1	PCLE_NOPEASTI	adverb
konst.	1	PCLE_VAAN	abbreviation
konstikkaasti	1	PCLE_NOPEASTI	adverb
kontallaan	1	PCLE_ILKOSILLAAN	adverb
kontalleen	1	PCLE_ISTUALLEEN	adverb
kontillaan	1	PCLE_ILKOSILLAAN	adverb
kontilleen	1	PCLE_ISTUALLEEN	adverb
koolla	1	PCLE_NOPEASTI	adverb
koolle	1	PCLE_NOPEASTI	adverb
koomisesti	1	PCLE_NOPEASTI	adverb
koommin	1	PCLE_NOPEASTI	adposition
koommin	2	PCLE_NOPEASTI	adverb
koossa	1	PCLE_NOPEASTI	adverb
kop	2	PCLE_HAH	interjection
kopeasti	1	PCLE_NOPEASTI	adverb
koppavasti	1	PCLE_NOPEASTI	adverb
kops	1	PCLE_HAH	interjection
kopsis	1	PCLE_HAH	interjection
koreasti	1	PCLE_NOPEASTI	adverb
koreittain	1	PCLE_NOPEASTI	adverb
koristeellisesti	1	PCLE_NOPEASTI	adverb
korjaamattomasti	1	PCLE_NOPEASTI	adverb
korjussa	1	PCLE_NOPEASTI	adverb
korjuun	1	PCLE_NOPEASTI	adverb
korjuuseen	1	PCLE_NOPEASTI	adverb
korjuussa	1	PCLE_NOPEASTI	adverb
korkealla	1	PCLE_NOPEASTI	adverb
korkealle	1	PCLE_NOPEASTI	adverb
korkealta	1	PCLE_NOPEASTI	adverb
korkeasti	1	PCLE_NOPEASTI	adverb
korkeimmillaan	1	PCLE_ILKOSILLAAN	adverb|Superl
korkeimmilleen	1	PCLE_ISTUALLEEN	adverb|Superl
korkeintaan	1	PCLE_VALTAAN	unspecified
korosteisesti	1	PCLE_NOPEASTI	adverb
korpr.	1	PCLE_VAAN	abbreviation
korrektisti	1	PCLE_NOPEASTI	adverb
